港台频道
HBO亚洲频道,sop://p2p.52itv.cn:80/12041$P2P高清
CCTV-5+体育赛事,http://111.12.102.68:6610/PLTV/77777777/224/3221225621/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225712/index.m3u8?
CCTV-6电影,http://223.110.243.139/PLTV/3/224/3221225548/index.m3u8#http://117.169.124.36:6610/ysten-businessmobile/live/cctv-6/1.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225715/index.m3u8?
CCTV-7国防军事,http://111.12.102.68:6610/PLTV/77777777/224/3221225627/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225700/index.m3u8?#http://112.17.40.7:80/PLTV/88888888/224/3221226122/index.m3u8
CCTV-8电视剧,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-8/1.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225630/index.m3u8?
CCTV-9纪录,http://111.12.102.68:6610/PLTV/77777777/224/3221225633/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225663/index.m3u8?#http://112.17.40.8:80/PLTV/88888888/224/3221226156/index.m3u8
CCTV-10科教,http://111.12.102.68:6610/PLTV/77777777/224/3221225624/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225704/index.m3u8?#http://112.17.40.48:80/PLTV/88888888/224/3221226199/index.m3u8
CCTV-11戏曲,http://111.12.102.68:6610/PLTV/77777777/224/3221225739/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225750/index.m3u8?#http://39.135.250.71/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226057/00000001000000060000000000000497_mdn_1.smil?回看=http://92ltw.top/cjwx/PLTV/xxjxhk.php?id=5628.sm
CCTV-12社会与法,http://111.12.102.68:6610/PLTV/77777777/224/3221225645/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225670/index.m3u8?#http://112.17.40.8:80/PLTV/88888888/224/3221226167/index.m3u8
CCTV-13新闻,http://111.12.102.68:6610/PLTV/77777777/224/3221225742/index.m3u8?
CCTV-14少儿,http://111.12.102.68:6610/PLTV/77777777/224/3221225673/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225648/index.m3u8?#http://117.148.187.37/PLTV/88888888/224/3221226126/index.m3u8
CCTV-15音乐,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225693/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225830/index.m3u8?
CCTV-17农业农村,http://111.12.102.68:6610/PLTV/77777777/224/3221225513/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225833/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225766/index.m3u8?
CCTV-4K超高清http://112.17.40.12/PLTV/88888888/224/3221226758/1.m3u8#49,http://112.17.40.140/PLTV/88888888/224/3221226758/index.m3u8#http://39.134.176.148/PLTV/88888888/224/3221226758/index.m3u8
纯享4K,http://111.12.102.68:6610/PLTV/77777777/224/3221225726/index.m3u8?
BEST4k,http://112.17.40.145/PLTV/88888888/224/3221226718/index.m3u8
广东珠江4K,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=79&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
珠峰基站4K,http://117.136.154.98/PLTV/88888888/224/3221225753/index.m3u8
精彩电影4K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
东方影视FHD,http://140.207.241.2:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
峨眉电影FHD,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/scem/index.m3u8?IASHttpSessionId=OTT3116020200826134732238973
华侨城FHD,http://117.156.28.119/270000001111/1110000028/index.m3u8
五星体育HD,http://39.134.39.37/PLTV/88888888/224/3221226178/index.m3u8
综艺HD,http://112.17.40.140/PLTV/88888888/224/3221226479/index.m3u8
明星大片,http://39.134.65.7:80/wh7f454c46tw1738936394_2033607545/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8?icpid=88888888&S=1554599511&from=1&hms_devid=29
生活时尚HD,http://39.134.168.91/PLTV/1/224/3221225498/index.m3u8
音乐台HD,http://112.17.40.140/PLTV/88888888/224/3221226120/index.m3u8
数码时代高清,http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
动物高清频道,http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8
香港C+蓝光,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
卫视频道
北京卫视,http://117.169.119.199:8080/live/hdbeijingstv/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225664/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225651/index.m3u8?
BTV冬奥纪实,http://111.12.102.68:6610/PLTV/77777777/224/3221225667/index.m3u8?#http://117.169.119.199:8080/live/HD-8000k-1080P-beijingjishi/index.m3u8
天津卫视,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226412/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225675/index.m3u8?
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225682/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225718/index.m3u8?
湖南卫视,http://112.17.40.140/PLTV/88888888/224/3221226553/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225692/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225719/index.m3u8?
浙江卫视,http://223.110.243.173/PLTV/3/224/3221227215/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225695/index.m3u8?
江苏卫视,http://39.134.39.39/PLTV/88888888/224/3221226157/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226414/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225636/index.m3u8?
东南卫视,http://117.169.124.37:6610/ysten-businessmobile/live/dongnanstv/yst.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225696/index.m3u8?#http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
山东卫视,http://111.12.102.68:6610/PLTV/77777777/224/3221225642/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225672/index.m3u8?
湖北卫视,http://111.12.102.68:6610/PLTV/77777777/224/3221225689/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225721/index.m3u8?#http://223.110.243.171/PLTV/3/224/3221227211/index.m3u8
安徽卫视,http://39.134.66.66/PLTV/88888888/224/3221225675/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225671/index.m3u8?
广东卫视,http://39.134.66.66/PLTV/88888888/224/3221225667/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226225/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225666/index.m3u8?
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8#http://223.110.243.171/PLTV/3/224/3221227217/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225691/index.m3u8?
辽宁卫视,http://111.12.102.68:6610/PLTV/77777777/224/3221225639/index.m3u8?#http://111.12.102.68:6610/PLTV/77777777/224/3221225779/index.m3u8?#http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8
新疆卫视,http://39.134.116.30:8080/PLTV/88888910/224/3221225690/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226555/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225686/index.m3u8?
江西卫视,http://111.12.102.68:6610/PLTV/77777777/224/3221225669/index.m3u8?#http://112.17.40.140/PLTV/88888888/224/3221226557/index.m3u8#http://112.17.40.8:80/PLTV/88888888/224/3221226557/index.m3u8
河南卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=19&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
海南卫视,http://39.134.39.37/PLTV/88888888/224/3221226301/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226301/index.m3u8
云南卫视,http://39.130.215.166:6410/gitv_live/G_YUNNAN-HD/G_YUNNAN-HD.m3u8
贵州卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=41&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
重庆卫视,http://111.12.102.68:6610/PLTV/77777777/224/3221225745/index.m3u8?#http://ivi.bupt.edu.cn/hls/cqhd.m3u8
甘肃卫视,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
内蒙古卫视,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8
NewTV精品记录FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225681/index.m3u8?
NewTV精品体育FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225724/index.m3u8?
NewTV精品大剧FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225737/index.m3u8?
NewTV中国功夫FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225690/index.m3u8?
NewTV爱情喜剧FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225698/index.m3u8?
NewTV动作电影FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225703/index.m3u8?
NewTV古装剧场FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225706/index.m3u8?
NewTV潮妈辣婆FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225709/index.m3u8?
NewTV军旅剧场FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225727/index.m3u8?
NewTV炫舞未来FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225728/index.m3u8?
NewTV家庭剧场FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225743/index.m3u8?
NewTV惊悚悬疑FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225746/index.m3u8?
NewTV军事评论FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225749/index.m3u8?
NewTV金牌综艺FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225755/index.m3u8?
NewTV武博世界FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225758/index.m3u8?
NewTV农业致富FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225687/index.m3u8?
NewTV怡伴健康FHD,http://111.12.102.68:6610/PLTV/77777777/224/3221225684/index.m3u8?
NewTV超级体育FHD,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
NewTV东北热剧FHD,http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8
NewTV惊悚悬疑FHD,http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
NEW安徽,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225790/index.m3u8
NEW广东,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225791/index.m3u8
NEW广西,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225792/index.m3u8
NEW吉林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225794/index.m3u8
NEW江西,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225789/index.m3u8
NEW山东,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225788/index.m3u8
NEW四川,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225793/index.m3u8
NEW云南,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225795/index.m3u8
本地频道
南方卫视,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227005/index.m3u8



广东珠江,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=79&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://nclive.grtn.cn/zjpd/sd/live.m3u8
广东新闻台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=84&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东影视台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=86&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东公共台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=85&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东少儿台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=231&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
嘉佳卡通台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=130&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
岭南戏曲台,http://szlive.grtn.cn/lnxq/sd/live.m3u8
